CAMPUS,CAMPNAME,CFLALTED,CFLCHART,CNTYNAME,COUNTY,DISTNAME,DISTRICT,GRDSPAN,GRDTYPE,PAIRCAMP,PAIRNAME,REGION,REGNNAME
"031909041","PORT ISABEL J H","N","N","CAMERON","031","POINT ISABEL ISD","031909","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"031909101","DERRY EL","N","N","CAMERON","031","POINT ISABEL ISD","031909","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"031909102","GARRIGA EL","N","N","CAMERON","031","POINT ISABEL ISD","031909","EE - 05","E"," "," ","01","REGION 01: EDINBURG"
"031911001","RIO HONDO H S","N","N","CAMERON","031","RIO HONDO ISD","031911","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"031911002","CAMERON CO J J A E P","N","N","CAMERON","031","RIO HONDO ISD","031911","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"031911041","RIO HONDO J H","N","N","CAMERON","031","RIO HONDO ISD","031911","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"031911102","RIO HONDO EL","N","N","CAMERON","031","RIO HONDO ISD","031911","EE - 02","E","031911103","RIO HONDO INT","01","REGION 01: EDINBURG"
"031911103","RIO HONDO INT","N","N","CAMERON","031","RIO HONDO ISD","031911","03 - 05","E"," "," ","01","REGION 01: EDINBURG"
"031912001","SAN BENITO H S","N","N","CAMERON","031","SAN BENITO CISD","031912","10 - 12","S"," "," ","01","REGION 01: EDINBURG"
"031912003","CAMERON CO J J A E P","N","N","CAMERON","031","SAN BENITO CISD","031912","09 - 11","S"," "," ","01","REGION 01: EDINBURG"
"031912004","POSITIVE REDIRECTION CTR","N","N","CAMERON","031","SAN BENITO CISD","031912","06 - 11","B"," "," ","01","REGION 01: EDINBURG"
"031912005","AMADOR R RODRIGUEZ JUVENILE BOOT C","Y","N","CAMERON","031","SAN BENITO CISD","031912","08 - 11","S"," "," ","01","REGION 01: EDINBURG"
"031912007","SAN BENITO VETERANS MEMORIAL ACADE","N","N","CAMERON","031","SAN BENITO CISD","031912","09 - 09","S"," "," ","01","REGION 01: EDINBURG"
"031912008","RGV YOUTH RECOVERY HOME","Y","N","CAMERON","031","SAN BENITO CISD","031912","06 - 10","B"," "," ","01","REGION 01: EDINBURG"
"031912009","GATEWAY TO GRADUATION ACADEMY","Y","N","CAMERON","031","SAN BENITO CISD","031912","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"031912041","BERTA CABAZA MIDDLE","N","N","CAMERON","031","SAN BENITO CISD","031912","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"031912042","MILLER JORDAN MIDDLE","N","N","CAMERON","031","SAN BENITO CISD","031912","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"031912043","SAN BENITO RIVERSIDE MIDDLE","N","N","CAMERON","031","SAN BENITO CISD","031912","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"031912101","FRED BOOTH","N","N","CAMERON","031","SAN BENITO CISD","031912","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"031912103","CASH EL","N","N","CAMERON","031","SAN BENITO CISD","031912","EE - 05","E"," "," ","01","REGION 01: EDINBURG"
"031912104","DOWNS EL","N","N","CAMERON","031","SAN BENITO CISD","031912","EE - 05","E"," "," ","01","REGION 01: EDINBURG"
"031912106","LANDRUM EL","N","N","CAMERON","031","SAN BENITO CISD","031912","EE - 05","E"," "," ","01","REGION 01: EDINBURG"
"031912108","RANGERVILLE EL","N","N","CAMERON","031","SAN BENITO CISD","031912","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"031912109","ROBERTS EL","N","N","CAMERON","031","SAN BENITO CISD","031912","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"031912110","SULLIVAN EL","N","N","CAMERON","031","SAN BENITO CISD","031912","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"031912112","LA ENCANTADA EL","N","N","CAMERON","031","SAN BENITO CISD","031912","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"031912114","LA PALOMA EL","N","N","CAMERON","031","SAN BENITO CISD","031912","EE - 05","E"," "," ","01","REGION 01: EDINBURG"
"031912115","RAUL GARZA JR EL","N","N","CAMERON","031","SAN BENITO CISD","031912","EE - 05","E"," "," ","01","REGION 01: EDINBURG"
"031912116","JUDGE OSCAR DE LA FUENTE EL","N","N","CAMERON","031","SAN BENITO CISD","031912","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"031912117","ANGELA GERUSA LEAL EL","N","N","CAMERON","031","SAN BENITO CISD","031912","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"031912201","HESTER JUVENILE DETENT","Y","N","CAMERON","031","SAN BENITO CISD","031912","06 - 12","B"," "," ","01","REGION 01: EDINBURG"
"031913001","SANTA MARIA H S","N","N","CAMERON","031","SANTA MARIA ISD","031913","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"031913005","SANTA MARIA DAEP","N","N","CAMERON","031","SANTA MARIA ISD","031913","05 - 05","E"," "," ","01","REGION 01: EDINBURG"
"031913006","SANTA MARIA JJAEP","N","N","CAMERON","031","SANTA MARIA ISD","031913","10 - 10","S"," "," ","01","REGION 01: EDINBURG"
"031913041","SANTA MARIA MIDDLE","N","N","CAMERON","031","SANTA MARIA ISD","031913","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"031913101","TONY GONZALEZ EL","N","N","CAMERON","031","SANTA MARIA ISD","031913","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"031914001","SANTA ROSA H S","N","N","CAMERON","031","SANTA ROSA ISD","031914","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"031914002","SANTA ROSA DAEP","N","N","CAMERON","031","SANTA ROSA ISD","031914","06 - 11","B"," "," ","01","REGION 01: EDINBURG"
"031914041","JO NELSON MIDDLE","N","N","CAMERON","031","SANTA ROSA ISD","031914","06 - 08","M"," "," ","01","REGION 01: EDINBURG"
"031914101","ELMA E BARRERA EL","N","N","CAMERON","031","SANTA ROSA ISD","031914","PK - 05","E"," "," ","01","REGION 01: EDINBURG"
"031916001","SOUTH TEXAS BUSINESS EDUCATION & T","N","N","CAMERON","031","SOUTH TEXAS ISD","031916","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"031916003","SOUTH TEXAS ACADEMY FOR MEDICAL PR","N","N","CAMERON","031","SOUTH TEXAS ISD","031916","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"031916004","SOUTH TEXAS H S FOR HEALTH PROFESS","N","N","CAMERON","031","SOUTH TEXAS ISD","031916","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"031916005","THE SCIENCE ACADEMY OF SOUTH TEXAS","N","N","CAMERON","031","SOUTH TEXAS ISD","031916","09 - 12","S"," "," ","01","REGION 01: EDINBURG"
"031916041","SOUTH TEXAS PREPARATORY ACADEMY","N","N","CAMERON","031","SOUTH TEXAS ISD","031916","07 - 08","M"," "," ","01","REGION 01: EDINBURG"
"031916042","RISING SCHOLARS ACADEMY OF SOUTH T","N","N","CAMERON","031","SOUTH TEXAS ISD","031916","07 - 08","M"," "," ","01","REGION 01: EDINBURG"
"032902002","PITTSBURG H S","N","N","CAMP","032","PITTSBURG ISD","032902","09 - 12","S"," "," ","08","REGION 08: MT PLEASANT"
"032902041","PITTSBURG J H","N","N","CAMP","032","PITTSBURG ISD","032902","07 - 08","M"," "," ","08","REGION 08: MT PLEASANT"
"032902103","PITTSBURG EL","N","N","CAMP","032","PITTSBURG ISD","032902","02 - 04","E"," "," ","08","REGION 08: MT PLEASANT"
"032902104","PITTSBURG PRI","N","N","CAMP","032","PITTSBURG ISD","032902","EE - 01","E","032902103","PITTSBURG EL","08","REGION 08: MT PLEASANT"
"032902105","PITTSBURG INT","N","N","CAMP","032","PITTSBURG ISD","032902","05 - 06","M"," "," ","08","REGION 08: MT PLEASANT"
"033901001","GROOM SCHOOL","N","N","CARSON","033","GROOM ISD","033901","PK - 12","B"," "," ","16","REGION 16: AMARILLO"
"033902001","PANHANDLE H S","N","N","CARSON","033","PANHANDLE ISD","033902","09 - 12","S"," "," ","16","REGION 16: AMARILLO"
"033902041","PANHANDLE J H","N","N","CARSON","033","PANHANDLE ISD","033902","06 - 08","M"," "," ","16","REGION 16: AMARILLO"
"033902101","PANHANDLE EL","N","N","CARSON","033","PANHANDLE ISD","033902","EE - 05","E"," "," ","16","REGION 16: AMARILLO"
"033904001","WHITE DEER H S","N","N","CARSON","033","WHITE DEER ISD","033904","07 - 12","S"," "," ","16","REGION 16: AMARILLO"
"033904102","WHITE DEER EL","N","N","CARSON","033","WHITE DEER ISD","033904","PK - 06","E"," "," ","16","REGION 16: AMARILLO"
"034901001","ATLANTA H S","N","N","CASS","034","ATLANTA ISD","034901","09 - 12","S"," "," ","08","REGION 08: MT PLEASANT"
"034901042","ATLANTA MIDDLE","N","N","CASS","034","ATLANTA ISD","034901","05 - 08","M"," "," ","08","REGION 08: MT PLEASANT"
"034901106","ATLANTA EL","N","N","CASS","034","ATLANTA ISD","034901","02 - 04","E"," "," ","08","REGION 08: MT PLEASANT"
"034901107","ATLANTA PRI","N","N","CASS","034","ATLANTA ISD","034901","EE - 01","E","034901106","ATLANTA EL","08","REGION 08: MT PLEASANT"
"034902001","AVINGER SCHOOL","N","N","CASS","034","AVINGER ISD","034902","PK - 12","B"," "," ","08","REGION 08: MT PLEASANT"
"034903001","HUGHES SPRINGS H S","N","N","CASS","034","HUGHES SPRINGS ISD","034903","09 - 12","S"," "," ","08","REGION 08: MT PLEASANT"
"034903041","HUGHES SPRINGS J H","N","N","CASS","034","HUGHES SPRINGS ISD","034903","06 - 08","M"," "," ","08","REGION 08: MT PLEASANT"
"034903101","HUGHES SPRINGS EL","N","N","CASS","034","HUGHES SPRINGS ISD","034903","EE - 05","E"," "," ","08","REGION 08: MT PLEASANT"
"034905002","LINDEN-KILDARE H S","N","N","CASS","034","LINDEN-KILDARE CISD","034905","09 - 12","S"," "," ","08","REGION 08: MT PLEASANT"
"034905041","MAE LUSTER STEPHENS J H","N","N","CASS","034","LINDEN-KILDARE CISD","034905","06 - 08","M"," "," ","08","REGION 08: MT PLEASANT"
"034905102","LINDEN EL","N","N","CASS","034","LINDEN-KILDARE CISD","034905","EE - 05","E"," "," ","08","REGION 08: MT PLEASANT"
"034906001","MCLEOD H S","N","N","CASS","034","MCLEOD ISD","034906","09 - 12","S"," "," ","08","REGION 08: MT PLEASANT"
"034906041","MCLEOD MIDDLE","N","N","CASS","034","MCLEOD ISD","034906","06 - 08","M"," "," ","08","REGION 08: MT PLEASANT"
"034906101","MCLEOD EL","N","N","CASS","034","MCLEOD ISD","034906","KG - 05","E"," "," ","08","REGION 08: MT PLEASANT"
"034907001","QUEEN CITY H S","N","N","CASS","034","QUEEN CITY ISD","034907","09 - 12","S"," "," ","08","REGION 08: MT PLEASANT"
"034907041","MORRIS UPCHURCH MIDDLE","N","N","CASS","034","QUEEN CITY ISD","034907","05 - 08","M"," "," ","08","REGION 08: MT PLEASANT"
"034907101","J K HILEMAN EL","N","N","CASS","034","QUEEN CITY ISD","034907","EE - 04","E"," "," ","08","REGION 08: MT PLEASANT"
"034909001","BLOOMBURG H S","N","N","CASS","034","BLOOMBURG ISD","034909","06 - 12","B"," "," ","08","REGION 08: MT PLEASANT"
"034909101","BLOOMBURG EL","N","N","CASS","034","BLOOMBURG ISD","034909","PK - 05","E"," "," ","08","REGION 08: MT PLEASANT"
"035901001","DIMMITT H S","N","N","CASTRO","035","DIMMITT ISD","035901","09 - 12","S"," "," ","16","REGION 16: AMARILLO"
"035901041","DIMMITT MIDDLE","N","N","CASTRO","035","DIMMITT ISD","035901","05 - 08","M"," "," ","16","REGION 16: AMARILLO"
"035901102","RICHARDSON EL","N","N","CASTRO","035","DIMMITT ISD","035901","PK - 04","E"," "," ","16","REGION 16: AMARILLO"
"035902001","HART ISD","N","N","CASTRO","035","HART ISD","035902","PK - 12","B"," "," ","16","REGION 16: AMARILLO"
"035903001","NAZARETH SCHOOL","N","N","CASTRO","035","NAZARETH ISD","035903","PK - 12","B"," "," ","16","REGION 16: AMARILLO"
"036901001","ANAHUAC H S","N","N","CHAMBERS","036","ANAHUAC ISD","036901","09 - 12","S"," "," ","04","REGION 04: HOUSTON"
"036901006","DISCIPLINARY ALTERNATIVE EDUCATION","N","N","CHAMBERS","036","ANAHUAC ISD","036901","06 - 11","B"," "," ","04","REGION 04: HOUSTON"
"036901041","ANAHUAC MIDDLE","N","N","CHAMBERS","036","ANAHUAC ISD","036901","06 - 08","M"," "," ","04","REGION 04: HOUSTON"
"036901101","ANAHUAC EL","N","N","CHAMBERS","036","ANAHUAC ISD","036901","PK - 05","E"," "," ","04","REGION 04: HOUSTON"
"036902001","BARBERS HILL H S","N","N","CHAMBERS","036","BARBERS HILL ISD","036902","09 - 12","S"," "," ","04","REGION 04: HOUSTON"
"036902005","ALTERNATIVE SCHOOL","N","N","CHAMBERS","036","BARBERS HILL ISD","036902","04 - 12","B"," "," ","04","REGION 04: HOUSTON"
"036902006","HIGHPOINT","N","N","CHAMBERS","036","BARBERS HILL ISD","036902","09 - 10","S"," "," ","04","REGION 04: HOUSTON"
"036902042","BARBERS HILL MIDDLE NORTH","N","N","CHAMBERS","036","BARBERS HILL ISD","036902","06 - 08","M"," "," ","04","REGION 04: HOUSTON"
"036902043","BARBERS HILL MIDDLE SOUTH","N","N","CHAMBERS","036","BARBERS HILL ISD","036902","06 - 08","M"," "," ","04","REGION 04: HOUSTON"
"036902102","BARBERS HILL PRI","N","N","CHAMBERS","036","BARBERS HILL ISD","036902","01 - 01","E","036902105","BARBERS HILL EL SOUTH","04","REGION 04: HOUSTON"
"036902104","BARBERS HILL EL NORTH","N","N","CHAMBERS","036","BARBERS HILL ISD","036902","02 - 05","E"," "," ","04","REGION 04: HOUSTON"
"036902105","BARBERS HILL EL SOUTH","N","N","CHAMBERS","036","BARBERS HILL ISD","036902","02 - 05","E"," "," ","04","REGION 04: HOUSTON"
"036902301","BARBERS HILL KINDERGARTEN CENTER","N","N","CHAMBERS","036","BARBERS HILL ISD","036902","EE - KG","E","036902105","BARBERS HILL EL SOUTH","04","REGION 04: HOUSTON"
"036903001","EAST CHAMBERS H S","N","N","CHAMBERS","036","EAST CHAMBERS ISD","036903","09 - 12","S"," "," ","05","REGION 05: BEAUMONT"
"036903041","EAST CHAMBERS J H","N","N","CHAMBERS","036","EAST CHAMBERS ISD","036903","07 - 08","M"," "," ","05","REGION 05: BEAUMONT"
"036903101","EAST CHAMBERS ELEMENTARY","N","N","CHAMBERS","036","EAST CHAMBERS ISD","036903","EE - 04","E"," "," ","05","REGION 05: BEAUMONT"
"036903102","EAST CHAMBERS INTERMEDIATE","N","N","CHAMBERS","036","EAST CHAMBERS ISD","036903","05 - 06","M"," "," ","05","REGION 05: BEAUMONT"
"037901001","ALTO H S","N","N","CHEROKEE","037","ALTO ISD","037901","09 - 12","S"," "," ","07","REGION 07: KILGORE"
"037901041","ALTO MIDDLE","N","N","CHEROKEE","037","ALTO ISD","037901","05 - 08","M"," "," ","07","REGION 07: KILGORE"
"037901101","ALTO EL","N","N","CHEROKEE","037","ALTO ISD","037901","PK - 04","E"," "," ","07","REGION 07: KILGORE"
"037904002","JACKSONVILLE H S","N","N","CHEROKEE","037","JACKSONVILLE ISD","037904","09 - 12","S"," "," ","07","REGION 07: KILGORE"
"037904004","COMPASS CENTER","N","N","CHEROKEE","037","JACKSONVILLE ISD","037904","06 - 11","B"," "," ","07","REGION 07: KILGORE"
"037904042","JACKSONVILLE MIDDLE","N","N","CHEROKEE","037","JACKSONVILLE ISD","037904","07 - 08","M"," "," ","07","REGION 07: KILGORE"
"037904043","NICHOLS INT","N","N","CHEROKEE","037","JACKSONVILLE ISD","037904","05 - 06","M"," "," ","07","REGION 07: KILGORE"
"037904102","EAST SIDE EL","N","N","CHEROKEE","037","JACKSONVILLE ISD","037904","PK - 04","E"," "," ","07","REGION 07: KILGORE"
"037904103","FRED DOUGLASS","N","N","CHEROKEE","037","JACKSONVILLE ISD","037904","EE - 04","E"," "," ","07","REGION 07: KILGORE"
"037904104","WEST SIDE EL","N","N","CHEROKEE","037","JACKSONVILLE ISD","037904","PK - 04","E"," "," ","07","REGION 07: KILGORE"
"037904105","JOE WRIGHT EL","N","N","CHEROKEE","037","JACKSONVILLE ISD","037904","EE - 04","E"," "," ","07","REGION 07: KILGORE"
"037907002","RUSK H S","N","N","CHEROKEE","037","RUSK ISD","037907","09 - 12","S"," "," ","07","REGION 07: KILGORE"
"037907041","RUSK J H","N","N","CHEROKEE","037","RUSK ISD","037907","06 - 08","M"," "," ","07","REGION 07: KILGORE"
"037907100","RUSK INTERMEDIATE","N","N","CHEROKEE","037","RUSK ISD","037907","04 - 05","E"," "," ","07","REGION 07: KILGORE"
"037907102","RUSK EL","N","N","CHEROKEE","037","RUSK ISD","037907","02 - 03","E"," "," ","07","REGION 07: KILGORE"
"037907103","RUSK PRIMARY","N","N","CHEROKEE","037","RUSK ISD","037907","EE - 01","E","037907102","RUSK EL","07","REGION 07: KILGORE"
"037908001","NEW SUMMERFIELD SCHOOL","N","N","CHEROKEE","037","NEW SUMMERFIELD ISD","037908","PK - 12","B"," "," ","07","REGION 07: KILGORE"
"037909001","WELLS H S","N","N","CHEROKEE","037","WELLS ISD","037909","07 - 12","S"," "," ","07","REGION 07: KILGORE"
"037909101","WELLS EL","N","N","CHEROKEE","037","WELLS ISD","037909","PK - 09","B"," "," ","07","REGION 07: KILGORE"
"038901001","CHILDRESS H S","N","N","CHILDRESS","038","CHILDRESS ISD","038901","09 - 12","S"," "," ","16","REGION 16: AMARILLO"
"038901041","CHILDRESS J H","N","N","CHILDRESS","038","CHILDRESS ISD","038901","06 - 08","M"," "," ","16","REGION 16: AMARILLO"
"038901102","CHILDRESS EL","N","N","CHILDRESS","038","CHILDRESS ISD","038901","EE - 05","E"," "," ","16","REGION 16: AMARILLO"
"039902001","HENRIETTA H S","N","N","CLAY","039","HENRIETTA ISD","039902","09 - 12","S"," "," ","09","REGION 09: WICHITA FALLS"
"039902041","HENRIETTA MIDDLE","N","N","CLAY","039","HENRIETTA ISD","039902","06 - 08","M"," "," ","09","REGION 09: WICHITA FALLS"
"039902101","HENRIETTA EL","N","N","CLAY","039","HENRIETTA ISD","039902","PK - 05","E"," "," ","09","REGION 09: WICHITA FALLS"
"039903001","PETROLIA JUNIOR HIGH/HIGH SCHOOL","N","N","CLAY","039","PETROLIA CISD","039903","07 - 12","S"," "," ","09","REGION 09: WICHITA FALLS"
"039903101","PETROLIA EL","N","N","CLAY","039","PETROLIA CISD","039903","PK - 06","E"," "," ","09","REGION 09: WICHITA FALLS"
"039904001","BELLEVUE SCHOOL","N","N","CLAY","039","BELLEVUE ISD","039904","KG - 12","B"," "," ","09","REGION 09: WICHITA FALLS"
"039905001","MIDWAY SCHOOL","N","N","CLAY","039","MIDWAY ISD","039905","KG - 12","B"," "," ","09","REGION 09: WICHITA FALLS"
"040901001","MORTON SCHOOL","N","N","COCHRAN","040","MORTON ISD","040901","PK - 12","B"," "," ","17","REGION 17: LUBBOCK"
"040901002","P E P","Y","N","COCHRAN","040","MORTON ISD","040901","09 - 12","S"," "," ","17","REGION 17: LUBBOCK"
"040902001","WHITEFACE H S","N","N","COCHRAN","040","WHITEFACE CISD","040902","06 - 12","B"," "," ","17","REGION 17: LUBBOCK"
"040902002","P E P ALTER CO-OP","N","N","COCHRAN","040","WHITEFACE CISD","040902","12 - 12","S"," "," ","17","REGION 17: LUBBOCK"
"040902101","WHITEFACE EL","N","N","COCHRAN","040","WHITEFACE CISD","040902","PK - 05","E"," "," ","17","REGION 17: LUBBOCK"
"041901001","BRONTE H S","N","N","COKE","041","BRONTE ISD","041901","07 - 12","S"," "," ","15","REGION 15: SAN ANGELO"
"041901003","FAIRVIEW ACCELERATED","N","N","COKE","041","BRONTE ISD","041901","12 - 12","S"," "," ","15","REGION 15: SAN ANGELO"
"041901101","BRONTE EL","N","N","COKE","041","BRONTE ISD","041901","EE - 06","E"," "," ","15","REGION 15: SAN ANGELO"
"041902001","ROBERT LEE H S","N","N","COKE","041","ROBERT LEE ISD","041902","07 - 12","S"," "," ","15","REGION 15: SAN ANGELO"
"041902002","FAIRVIEW ACCELERATED","Y","N","COKE","041","ROBERT LEE ISD","041902","09 - 11","S"," "," ","15","REGION 15: SAN ANGELO"
"041902101","ROBERT LEE EL","N","N","COKE","041","ROBERT LEE ISD","041902","PK - 06","E"," "," ","15","REGION 15: SAN ANGELO"
"041902180","WALL SP PROG","N","N","COKE","041","ROBERT LEE ISD","041902","04 - 07","M"," "," ","15","REGION 15: SAN ANGELO"
"041902195","FAIRVIEW SPECIAL PROGRAMS","N","N","COKE","041","ROBERT LEE ISD","041902","09 - 12","S"," "," ","15","REGION 15: SAN ANGELO"
"042901001","COLEMAN H S","N","N","COLEMAN","042","COLEMAN ISD","042901","09 - 12","S"," "," ","15","REGION 15: SAN ANGELO"
"042901041","COLEMAN J H","N","N","COLEMAN","042","COLEMAN ISD","042901","05 - 08","M"," "," ","15","REGION 15: SAN ANGELO"
"042901102","COLEMAN EL","N","N","COLEMAN","042","COLEMAN ISD","042901","EE - 04","E"," "," ","15","REGION 15: SAN ANGELO"
"042903001","SANTA ANNA SECONDARY","N","N","COLEMAN","042","SANTA ANNA ISD","042903","07 - 12","S"," "," ","15","REGION 15: SAN ANGELO"
"042903101","SANTA ANNA EL","N","N","COLEMAN","042","SANTA ANNA ISD","042903","PK - 06","E"," "," ","15","REGION 15: SAN ANGELO"
"042905001","PANTHER CREEK SCHOOL","N","N","COLEMAN","042","PANTHER CREEK CISD","042905","PK - 12","B"," "," ","15","REGION 15: SAN ANGELO"
"043801001","IMAGINE INTERNATIONAL ACADEMY OF N","N","Y","COLLIN","043","IMAGINE INTERNATIONAL ACADEMY OF N","043801","KG - 12","B"," "," ","10","REGION 10: RICHARDSON"
"043901001","ALLEN H S","N","N","COLLIN","043","ALLEN ISD","043901","09 - 12","S"," "," ","10","REGION 10: RICHARDSON"
"043901002","LOWERY FRESHMAN CENTER","N","N","COLLIN","043","ALLEN ISD","043901","09 - 09","S"," "," ","10","REGION 10: RICHARDSON"
"043901003","COLLIN CO J J A E P","N","N","COLLIN","043","ALLEN ISD","043901","12 - 12","S"," "," ","10","REGION 10: RICHARDSON"
"043901042","W E PETE FORD MIDDLE","N","N","COLLIN","043","ALLEN ISD","043901","07 - 08","M"," "," ","10","REGION 10: RICHARDSON"
"043901043","WALTER & LOIS CURTIS MIDDLE","N","N","COLLIN","043","ALLEN ISD","043901","07 - 08","M"," "," ","10","REGION 10: RICHARDSON"
"043901044","ERECKSON MIDDLE","N","N","COLLIN","043","ALLEN ISD","043901","07 - 08","M"," "," ","10","REGION 10: RICHARDSON"
"043901101","D L ROUNTREE EL","N","N","COLLIN","043","ALLEN ISD","043901","EE - 06","E"," "," ","10","REGION 10: RICHARDSON"
"043901102","ALTON BOYD EL","N","N","COLLIN","043","ALLEN ISD","043901","KG - 06","E"," "," ","10","REGION 10: RICHARDSON"
"043901104","GENE M REED EL","N","N","COLLIN","043","ALLEN ISD","043901","KG - 06","E"," "," ","10","REGION 10: RICHARDSON"
"043901105","ALVIS C STORY EL","N","N","COLLIN","043","ALLEN ISD","043901","KG - 06","E"," "," ","10","REGION 10: RICHARDSON"
"043901106","MAX O VAUGHAN EL","N","N","COLLIN","043","ALLEN ISD","043901","KG - 06","E"," "," ","10","REGION 10: RICHARDSON"
