DISTNAME,CAMPNAME,CAMPUS,CLASS
EDGEWOOD ISD,CORONADO/ESCOBAR EL,15905105,Elementary
EDGEWOOD ISD,E T WRENN J H,15905044,Middle
EDGEWOOD ISD,EDGEWOOD EL,234903101,Elementary
EDGEWOOD ISD,EDGEWOOD H S,15905001,Secondary
EDGEWOOD ISD,EDGEWOOD H S,234903001,Secondary
EDGEWOOD ISD,EDGEWOOD MIDDLE,234903041,Middle
EDGEWOOD ISD,EMMA FREY EL,15905107,Elementary
EDGEWOOD ISD,GARDENDALE EL,15905108,Elementary
EDGEWOOD ISD,GUS GARCIA J H,15905046,Middle
EDGEWOOD ISD,H B GONZALEZ EL,15905117,Elementary
EDGEWOOD ISD,H K WILLIAMS EL,15905115,Elementary
EDGEWOOD ISD,HOELSCHER EL,15905101,Elementary
EDGEWOOD ISD,JOHNSON EL,15905109,Elementary
EDGEWOOD ISD,KENNEDY H S,15905002,Secondary
EDGEWOOD ISD,LAS PALMAS EL,15905110,Elementary
EDGEWOOD ISD,LOMA PARK EL,15905112,Elementary
EDGEWOOD ISD,MEMORIAL H S,15905003,Secondary
EDGEWOOD ISD,ROOSEVELT EL,15905113,Elementary
EDGEWOOD ISD,STAFFORD EL,15905114,Elementary
EDGEWOOD ISD,TRUMAN MIDDLE,15905045,Middle
EDGEWOOD ISD,WINSTON EL,15905116,Elementary
EDINBURG CISD,AUSTIN EL,108904101,Elementary
EDINBURG CISD,BREWSTER EL,108904102,Elementary
EDINBURG CISD,CANTERBURY EL,108904114,Elementary
EDINBURG CISD,DE ESCANDON EL,108904116,Elementary
EDINBURG CISD,DE LA VINA EL,108904117,Elementary
EDINBURG CISD,DE ZAVALA EL,108904110,Elementary
EDINBURG CISD,EDINBURG H S,108904001,Secondary
EDINBURG CISD,EDINBURG NORTH H S,108904003,Secondary
EDINBURG CISD,EDINBURG NORTH J H,108904043,Middle
EDINBURG CISD,EDINBURG SIXTH GRADE,108904042,Middle
EDINBURG CISD,EDINBURG SOUTH J H,108904044,Middle
EDINBURG CISD,FREDDY GONZALEZ EL,108904112,Elementary
EDINBURG CISD,HARGILL EL,108904103,Elementary
EDINBURG CISD,JEFFERSON EL,108904105,Elementary
EDINBURG CISD,JUVENILE DETENTION CTR,108904040,Secondary
EDINBURG CISD,L B JOHNSON EL,108904113,Elementary
EDINBURG CISD,LAMAR EL,108904106,Elementary
EDINBURG CISD,LEE EL,108904107,Elementary
EDINBURG CISD,LINCOLN EL,108904108,Elementary
EDINBURG CISD,MONTE CRISTO EL,108904115,Elementary
EDINBURG CISD,SAN CARLOS EL,108904118,Elementary
EDINBURG CISD,STUDENT ALTER PROG INC,108904002,Secondary
EDINBURG CISD,TRAVIS EL,108904111,Elementary
EDNA ISD,AUSTIN EL,120901101,Elementary
EDNA ISD,CARVER EL,120901103,Elementary
EDNA ISD,EDNA ALTER,120901002,Secondary
EDNA ISD,EDNA H S,120901001,Secondary
EDNA ISD,EDNA J H,120901042,Middle
EDNA ISD,SAM HOUSTON PRI,120901102,Elementary
EL CAMPO ISD,EL CAMPO H S,241903001,Secondary
EL CAMPO ISD,EL CAMPO MIDDLE,241903041,Middle
EL CAMPO ISD,HUTCHINS EL,241903102,Elementary
EL CAMPO ISD,MYATT EL,241903107,Elementary
EL CAMPO ISD,NORTHSIDE EL,241903103,Elementary
EL PASO ISD,ALAMO EL,71902101,Elementary
EL PASO ISD,ALTA VISTA EL,71902102,Elementary
EL PASO ISD,ANDRESS H S,71902001,Secondary
EL PASO ISD,AOY EL,71902103,Elementary
EL PASO ISD,AUSTIN H S,71902002,Secondary
EL PASO ISD,BASSETT MIDDLE,71902049,Middle
EL PASO ISD,BEALL EL,71902104,Elementary
EL PASO ISD,BLISS EL,71902105,Elementary
EL PASO ISD,BONHAM EL,71902106,Elementary
EL PASO ISD,BOWIE H S,71902003,Secondary
EL PASO ISD,BRADLEY EL,71902158,Elementary
EL PASO ISD,BURGES H S,71902004,Secondary
EL PASO ISD,BURLESON EL,71902107,Elementary
EL PASO ISD,BURNET EL,71902108,Elementary
EL PASO ISD,CANYON HILLS MIDDLE,71902043,Middle
EL PASO ISD,CHARLES MIDDLE,71902045,Middle
EL PASO ISD,CIELO VISTA EL,71902151,Elementary
EL PASO ISD,CLARDY EL,71902109,Elementary
EL PASO ISD,CLENDENIN EL,71902149,Elementary
EL PASO ISD,COLDWELL EL-INT,71902110,Elementary
EL PASO ISD,COLLINS EL,71902142,Elementary
EL PASO ISD,COOLEY EL,71902111,Elementary
EL PASO ISD,CORONADO H S,71902005,Secondary
EL PASO ISD,CROCKETT EL-INT,71902112,Elementary
EL PASO ISD,CROSBY EL,71902113,Elementary
EL PASO ISD,DOUGLASS EL,71902114,Elementary
EL PASO ISD,DOWELL EL,71902115,Elementary
EL PASO ISD,DR J LEIGHTON GREEN EL,71902162,Elementary
EL PASO ISD,DR LAWRENCE A NIXON EL,71902161,Elementary
EL PASO ISD,EL PASO H S,71902006,Secondary
EL PASO ISD,FANNIN EL,71902116,Elementary
EL PASO ISD,FRANKLIN H S,71902010,Secondary
EL PASO ISD,GUILLEN MIDDLE,71902044,Middle
EL PASO ISD,HAROLD WIGGS MIDDLE,71902052,Middle
EL PASO ISD,HART EL,71902118,Elementary
EL PASO ISD,HAWKINS EL,71902119,Elementary
EL PASO ISD,HENDERSON MIDDLE,71902041,Middle
EL PASO ISD,HIGHLAND SP ED,71902120,Both Elem/Sec
EL PASO ISD,HILLSIDE EL,71902121,Elementary
EL PASO ISD,HOUSTON EL-INT,71902122,Elementary
EL PASO ISD,HUGHEY EL,71902123,Elementary
EL PASO ISD,IRVIN H S,71902008,Secondary
EL PASO ISD,J M WHITAKER EL,71902153,Elementary
EL PASO ISD,JEFFERSON H S,71902009,Secondary
EL PASO ISD,JOHNSON EL,71902155,Elementary
EL PASO ISD,JUVENILE JUSTICE CTR,71902025,Secondary
EL PASO ISD,LAMAR EL,71902125,Elementary
EL PASO ISD,LEE EL,71902150,Elementary
EL PASO ISD,LINCOLN MIDDLE,71902051,Middle
EL PASO ISD,LINDBERGH EL,71902160,Elementary
EL PASO ISD,LOGAN EL,71902128,Elementary
EL PASO ISD,MACARTHUR EL-INT,71902129,Elementary
EL PASO ISD,MAGOFFIN MIDDLE,71902047,Middle
EL PASO ISD,MANUEL D HORNEDO MIDDLE,71902053,Middle
EL PASO ISD,MESITA EL,71902130,Elementary
EL PASO ISD,MILAM EL,71902131,Elementary
EL PASO ISD,MOREHEAD MIDDLE,71902046,Middle
EL PASO ISD,NEWMAN EL,71902133,Elementary
EL PASO ISD,PARK EL,71902134,Elementary
EL PASO ISD,POLK EL,71902159,Elementary
EL PASO ISD,PUTNAM EL,71902135,Elementary
EL PASO ISD,RAYMOND L TELLES ACAD,71902027,Both Elem/Sec
EL PASO ISD,RIVERA EL,71902156,Elementary
EL PASO ISD,ROBERTS EL,71902136,Elementary
EL PASO ISD,ROOSEVELT EL,71902137,Elementary
EL PASO ISD,ROSA GUERRERO EL,71902163,Elementary
EL PASO ISD,ROSS MIDDLE,71902042,Middle
EL PASO ISD,RUSK EL,71902138,Elementary
EL PASO ISD,SCHOOL-AGE PARENT CTR,71902020,Secondary
EL PASO ISD,SCHUSTER EL,71902140,Elementary
EL PASO ISD,SILVA MAGNET HEALTH,71902011,Secondary
EL PASO ISD,STANTON EL,71902141,Elementary
EL PASO ISD,SUNSET H S,71902022,Secondary
EL PASO ISD,TERRACE HILLS MIDDLE,71902048,Middle
EL PASO ISD,TRAVIS EL,71902143,Elementary
EL PASO ISD,VILAS EL,71902144,Elementary
EL PASO ISD,WAINWRIGHT EL,71902145,Elementary
EL PASO ISD,WESTERN HILLS EL,71902146,Elementary
EL PASO ISD,ZACH WHITE EL,71902147,Elementary
EL PASO ISD,ZAVALA EL,71902148,Elementary
ELECTRA ISD,DINSMORE EL,243902101,Elementary
ELECTRA ISD,ELECTRA H S,243902001,Secondary
ELECTRA ISD,ELECTRA J H,243902041,Middle
ELGIN ISD,ELGIN EL,11902101,Elementary
ELGIN ISD,ELGIN H S,11902001,Secondary
ELGIN ISD,ELGIN MIDDLE,11902041,Middle
ELGIN ISD,ELGIN PRI,11902102,Elementary
ELGIN ISD,PHOENIX LRN CTR,11902002,Secondary
ELKHART ISD,ELKHART EL,1903101,Elementary
ELKHART ISD,ELKHART H S,1903001,Secondary
ELYSIAN FIELDS ISD,ELYSIAN FIELDS EL,102906101,Elementary
ELYSIAN FIELDS ISD,ELYSIAN FIELDS H S,102906001,Secondary
ELYSIAN FIELDS ISD,ELYSIAN FIELDS MIDDLE,102906041,Middle
ENNIS ISD,AUSTIN EL,70903101,Elementary
ENNIS ISD,BOWIE EL,70903103,Elementary
ENNIS ISD,ENNIS H S,70903002,Secondary
ENNIS ISD,ENNIS J H,70903042,Middle
ENNIS ISD,HOUSTON EL,70903102,Elementary
ENNIS ISD,TRAVIS EL,70903104,Elementary
ERA ISD,ERA SCHOOL,49906001,Both Elem/Sec
ETOILE ISD,ETOILE EL,174910101,Elementary
EULA ISD,EULA EL,30906101,Elementary
EULA ISD,EULA H S,30906001,Secondary
EULA ISD,EULA MIDDLE,30906041,Middle
EUSTACE ISD,EUSTACE H S,107905001,Secondary
EUSTACE ISD,EUSTACE INT,107905102,Middle
EUSTACE ISD,EUSTACE PRI,107905101,Elementary
EVADALE ISD,EVADALE EL,121906101,Elementary
EVADALE ISD,EVADALE H S,121906001,Secondary
EVANT ISD,EVANT EL,50901101,Elementary
EVANT ISD,EVANT H S,50901001,Secondary
EVERMAN ISD,BISHOP EL,220904101,Elementary
EVERMAN ISD,EVERMAN H S,220904001,Secondary
EVERMAN ISD,EVERMAN J H,220904041,Middle
EVERMAN ISD,HOMMEL EL,220904104,Elementary
EVERMAN ISD,RAY EL,220904102,Elementary
EVERMAN ISD,SOUDER EL,220904103,Elementary
EXCELSIOR ISD,EXCELSIOR EL,210906101,Elementary
EZZELL ISD,EZZELL EL,143906101,Elementary
FABENS ISD,FABENS H S,71903001,Secondary
FABENS ISD,FABENS J H,71903041,Middle
FABENS ISD,ODONNELL EL,71903103,Elementary
FABENS ISD,RISINGER EL,71903102,Elementary
FAIRFIELD ISD,FAIRFIELD EL,81902101,Elementary
FAIRFIELD ISD,FAIRFIELD H S,81902002,Secondary
FAIRFIELD ISD,FAIRFIELD INT,81902042,Elementary
FAIRFIELD ISD,FAIRFIELD J H,81902041,Middle
FALLS CITY ISD,FALLS CITY EL,128904101,Elementary
FALLS CITY ISD,FALLS CITY H S,128904001,Secondary
FANNINDEL ISD,FANNINDEL EL,60914102,Elementary
FANNINDEL ISD,FANNINDEL H S,60914001,Secondary
FARMERSVILLE ISD,FARMERSVILLE H S,43904001,Secondary
FARMERSVILLE ISD,FARMERSVILLE MIDDLE,43904041,Middle
FARMERSVILLE ISD,TATUM EL,43904101,Elementary
FARWELL ISD,FARWELL EL,185902101,Elementary
FARWELL ISD,FARWELL H S,185902001,Secondary
FARWELL ISD,FARWELL J H,185902041,Middle
FAYETTEVILLE ISD,FAYETTEVILLE EL,75906101,Elementary
FAYETTEVILLE ISD,FAYETTEVILLE H S,75906001,Both Elem/Sec
FERRIS ISD,FERRIS EL,70905103,Elementary
FERRIS ISD,FERRIS H S,70905002,Secondary
FERRIS ISD,FERRIS INT,70905104,Elementary
FERRIS ISD,FERRIS J H,70905041,Middle
FLATONIA ISD,FLATONIA EL,75901102,Elementary
FLATONIA ISD,FLATONIA H S,75901001,Secondary
FLORENCE ISD,FLORENCE EL,246902101,Elementary
FLORENCE ISD,FLORENCE H S,246902001,Secondary
FLORENCE ISD,FLORENCE MIDDLE,246902041,Middle
FLORESVILLE ISD,FLORESVILLE EL,247901102,Elementary
FLORESVILLE ISD,FLORESVILLE H S,247901001,Secondary
FLORESVILLE ISD,FLORESVILLE MIDDLE,247901041,Middle
FLORESVILLE ISD,FLORESVILLE PRI,247901103,Elementary
FLOUR BLUFF ISD,FLOUR BLUFF ALTER CTR,178914003,Secondary
FLOUR BLUFF ISD,FLOUR BLUFF EL,178914101,Elementary
FLOUR BLUFF ISD,FLOUR BLUFF H S,178914001,Secondary
FLOUR BLUFF ISD,FLOUR BLUFF INT,178914105,Elementary
FLOUR BLUFF ISD,FLOUR BLUFF J H,178914041,Middle
FLOUR BLUFF ISD,FLOUR BLUFF PRI,178914103,Elementary
FLOYDADA ISD,A B DUNCAN EL,77901101,Elementary
FLOYDADA ISD,CAPROCK CO LRN CO-OP,77901002,Secondary
FLOYDADA ISD,FLOYDADA H S,77901001,Secondary
FLOYDADA ISD,FLOYDADA J H,77901041,Middle
FLOYDADA ISD,R C ANDREWS EL,77901102,Elementary
FOLLETT ISD,FOLLETT SCHOOL,148902001,Both Elem/Sec
FORESTBURG ISD,FORESTBURG SCHOOL,169910001,Both Elem/Sec
FORNEY ISD,FORNEY H S,129902001,Secondary
FORNEY ISD,FORNEY INT,129902101,Elementary
FORNEY ISD,FORNEY MIDDLE,129902041,Middle
FORNEY ISD,FORNEY PRI,129902102,Elementary
FORSAN ISD,ELBOW EL,114904101,Elementary
FORSAN ISD,FORSAN H S,114904001,Both Elem/Sec
FORT BEND ISD,ARIZONA FLEMING EL,79907133,Elementary
FORT BEND ISD,AUSTIN PARKWAY EL,79907126,Elementary
FORT BEND ISD,BARRINGTON PLACE EL,79907127,Elementary
FORT BEND ISD,BLUE RIDGE EL,79907108,Elementary
FORT BEND ISD,BRIARGATE EL,79907113,Both Elem/Sec
FORT BEND ISD,CLEMENTS H S,79907004,Secondary
FORT BEND ISD,COLONY BEND EL,79907117,Elementary
FORT BEND ISD,COLONY MEADOWS EL,79907128,Elementary
FORT BEND ISD,DULLES EL,79907112,Elementary
FORT BEND ISD,DULLES H S,79907001,Secondary
FORT BEND ISD,DULLES MIDDLE,79907041,Middle
FORT BEND ISD,E A JONES EL,79907101,Elementary
FORT BEND ISD,EDGAR GLOVER JR EL,79907131,Elementary
FORT BEND ISD,FIRST COLONY MIDDLE,79907045,Middle
FORT BEND ISD,HIGHLANDS EL,79907123,Elementary
FORT BEND ISD,HODGES BEND MIDDLE,79907047,Middle
FORT BEND ISD,HUNTERS GLEN EL,79907122,Elementary
FORT BEND ISD,KEMPNER H S,79907005,Secondary
FORT BEND ISD,LAKE OLYMPIA MIDDLE,79907048,Middle
FORT BEND ISD,LAKEVIEW EL,79907102,Elementary
FORT BEND ISD,LANTERN LANE EL,79907115,Elementary
FORT BEND ISD,LAWRENCE E ELKINS H S,79907006,Secondary
FORT BEND ISD,LEXINGTON CREEK EL,79907132,Elementary
FORT BEND ISD,MACARIO GARCIA JR MIDDLE,79907049,Middle
FORT BEND ISD,MC AULIFFE MIDDLE,79907046,Middle
FORT BEND ISD,MEADOWS EL,79907110,Elementary
FORT BEND ISD,MISSION BEND EL,79907118,Elementary
FORT BEND ISD,MISSION GLEN EL,79907124,Elementary
FORT BEND ISD,MISSION WEST EL,79907129,Elementary
FORT BEND ISD,MISSOURI CITY MIDDLE,79907042,Middle
FORT BEND ISD,PALMER EL,79907121,Elementary
FORT BEND ISD,PECAN GROVE EL,79907125,Elementary
FORT BEND ISD,PROGRESSIVE H S,79907009,Secondary
FORT BEND ISD,QUAIL VALLEY EL,79907111,Elementary
FORT BEND ISD,RIDGEGATE EL,79907116,Elementary
FORT BEND ISD,RIDGEMONT EL,79907109,Elementary
FORT BEND ISD,SETTLERS WAY EL,79907120,Elementary
FORT BEND ISD,STEPHEN F AUSTIN H S,79907007,Secondary
FORT BEND ISD,SUGAR LAND MIDDLE,79907043,Middle
FORT BEND ISD,SUGAR MILL EL,79907119,Elementary
FORT BEND ISD,TOWNEWEST EL,79907114,Elementary
FORT BEND ISD,WALKER STATION EL,79907130,Elementary
FORT BEND ISD,WILLOWRIDGE H S,79907002,Secondary
FORT ELLIOTT CONS ISD,FORT ELLIOTT SCHOOL,242906001,Both Elem/Sec
FORT WORTH ISD,A M PATE EL,220905153,Elementary
FORT WORTH ISD,ACCELERATED H S,220905230,Secondary
FORT WORTH ISD,ALICE CARLSON APPLIED LRN CTR,220905101,Elementary
FORT WORTH ISD,APPLIED LEARNING ACAD,220905055,Elementary
FORT WORTH ISD,ARLINGTON HEIGHTS H S,220905002,Secondary
FORT WORTH ISD,ATWOOD MCDONALD EL,220905188,Elementary
FORT WORTH ISD,BENBROOK EL,220905103,Elementary
FORT WORTH ISD,BILL J ELLIOTT EL,220905206,Elementary
FORT WORTH ISD,BLAKEMORE ED CTR,220905213,Secondary
FORT WORTH ISD,BONNIE BRAE SCH,220905190,Elementary
FORT WORTH ISD,BOULEVARD HEIGHTS,220905104,Both Elem/Sec
FORT WORTH ISD,BRIDGE ASSOC,220905212,Secondary
FORT WORTH ISD,BRUCE SHULKEY EL,220905163,Elementary
FORT WORTH ISD,BURTON HILL EL,220905107,Elementary
FORT WORTH ISD,CARROLL PEAK EL,220905110,Elementary
FORT WORTH ISD,CARTER PARK EL,220905111,Elementary
FORT WORTH ISD,CARTER-RIVERSIDE H S,220905001,Secondary
FORT WORTH ISD,CHARLES NASH EL,220905148,Elementary
FORT WORTH ISD,CHILDREN'S MEDICAL CTR,220905210,Both Elem/Sec
FORT WORTH ISD,CLAY SHELTER,220905023,Secondary
FORT WORTH ISD,COMMUNITY ALTER PROG,220905250,Both Elem/Sec
FORT WORTH ISD,COMO EL,220905117,Elementary
FORT WORTH ISD,COMO MONTESSORI,220905063,Elementary
FORT WORTH ISD,CTR FOR NEW LIVES,220905017,Both Elem/Sec
FORT WORTH ISD,DAGGETT EL,220905119,Elementary
FORT WORTH ISD,DAGGETT MIDDLE,220905042,Middle
FORT WORTH ISD,DAVID K SELLARS EL,220905186,Elementary
FORT WORTH ISD,DE ZAVALA EL,220905121,Elementary
FORT WORTH ISD,DENVER AVENUE EL,220905120,Elementary
FORT WORTH ISD,DETENT CTR,220905024,Middle
FORT WORTH ISD,DIAMOND HILL EL,220905122,Elementary
FORT WORTH ISD,DIAMOND HILL-JARVIS H S,220905004,Secondary
FORT WORTH ISD,DUNBAR H S,220905005,Secondary
FORT WORTH ISD,DUNBAR MIDDLE,220905059,Middle
FORT WORTH ISD,DUNBAR 6TH GR SCH,220905046,Middle
FORT WORTH ISD,EAST HANDLEY EL,220905126,Elementary
FORT WORTH ISD,EASTERN HILLS EL,220905125,Elementary
FORT WORTH ISD,EASTERN HILLS H S,220905006,Secondary
FORT WORTH ISD,EASTLAND EL,220905127,Elementary
FORT WORTH ISD,EDWARD BRISCOE EL,220905209,Elementary
FORT WORTH ISD,EIDSON YOUTH CTR,220905203,Middle
FORT WORTH ISD,ELDER MIDDLE,220905044,Middle
FORT WORTH ISD,EXCEL CTR,220905033,Both Elem/Sec
FORT WORTH ISD,FOREST HILL EL,220905130,Elementary
FORT WORTH ISD,FOREST OAK MIDDLE,220905045,Middle
FORT WORTH ISD,GEORGE CLARKE EL,220905115,Elementary
FORT WORTH ISD,GLEN PARK EL,220905132,Elementary
FORT WORTH ISD,GLENCREST 6TH GRADE SCH,220905064,Middle
FORT WORTH ISD,GREENBRIAR EL,220905134,Elementary
FORT WORTH ISD,HANDLEY MIDDLE,220905047,Middle
FORT WORTH ISD,HELBING EL,220905138,Elementary
FORT WORTH ISD,HOMEBOUND,220905025,Both Elem/Sec
FORT WORTH ISD,HORIZON MIDDLE,220905041,Middle
FORT WORTH ISD,HUBBARD EL,220905137,Elementary
FORT WORTH ISD,INT'L NEWCOMER ACAD,220905062,Both Elem/Sec
FORT WORTH ISD,J T STEVENS EL,220905187,Elementary
FORT WORTH ISD,JAMES MIDDLE,220905048,Middle
FORT WORTH ISD,JO KELLY SP ED,220905026,Both Elem/Sec
FORT WORTH ISD,KIRKPATRICK EL,220905139,Elementary
FORT WORTH ISD,KIRKPATRICK MIDDLE,220905049,Middle
FORT WORTH ISD,LENA POPE ADOL TRNG CTR,220905022,Both Elem/Sec
FORT WORTH ISD,LEONARD MIDDLE,220905061,Middle
FORT WORTH ISD,LILY B CLAYTON EL,220905116,Elementary
FORT WORTH ISD,LUELLA MERRETT EL,220905157,Elementary
FORT WORTH ISD,M HANRATTY LEARNING CTR,220905031,Secondary
FORT WORTH ISD,M L PHILLIPS EL,220905154,Elementary
FORT WORTH ISD,MANUEL JARA EL,220905114,Elementary
FORT WORTH ISD,MAUDE I LOGAN EL,220905124,Elementary
FORT WORTH ISD,MAUDRIE WALTON EL,220905160,Elementary
FORT WORTH ISD,MCLEAN MIDDLE,220905050,Middle
FORT WORTH ISD,MCRAE EL,220905143,Elementary
FORT WORTH ISD,MEACHAM MIDDLE,220905051,Middle
FORT WORTH ISD,MEADOWBROOK EL,220905141,Elementary
FORT WORTH ISD,MEADOWBROOK MIDDLE,220905052,Middle
FORT WORTH ISD,METRO OPPORTUNITY,220905019,Secondary
FORT WORTH ISD,MIDDLE LVL LRN CTR,220905018,Middle
FORT WORTH ISD,MITCHELL BOULEVARD EL,220905144,Elementary
FORT WORTH ISD,MONNIG MIDDLE,220905053,Middle
FORT WORTH ISD,MOORE M H EL,220905146,Elementary
FORT WORTH ISD,MORNINGSIDE EL,220905147,Elementary
FORT WORTH ISD,MORNINGSIDE MIDDLE,220905054,Middle
FORT WORTH ISD,NATHA HOWELL EL,220905151,Elementary
FORT WORTH ISD,NORTH HI MOUNT EL,220905149,Elementary
FORT WORTH ISD,NORTH SIDE H S,220905008,Secondary
FORT WORTH ISD,O D WYATT H S,220905016,Secondary
FORT WORTH ISD,OAKHURST EL,220905150,Elementary
FORT WORTH ISD,OAKLAWN EL,220905152,Elementary
FORT WORTH ISD,PASCHAL H S,220905010,Secondary
FORT WORTH ISD,PATHWAYS LEARNING CTR,220905065,Middle
FORT WORTH ISD,POLYTECHNIC H S,220905009,Secondary
FORT WORTH ISD,RIDGLEA HILLS EL,220905156,Elementary
FORT WORTH ISD,RIVERSIDE MIDDLE,220905056,Middle
FORT WORTH ISD,ROSEMONT MIDDLE,220905057,Middle
FORT WORTH ISD,S S DILLOW EL,220905123,Elementary
FORT WORTH ISD,SAGAMORE HILL EL,220905162,Elementary
FORT WORTH ISD,SAM ROSEN EL,220905161,Elementary
FORT WORTH ISD,SOUTH FORT WORTH EL,220905165,Elementary
FORT WORTH ISD,SOUTH HI MOUNT EL,220905166,Elementary
FORT WORTH ISD,SOUTH HILLS EL,220905167,Elementary
FORT WORTH ISD,SOUTHWEST H S,220905014,Secondary
FORT WORTH ISD,SPRINGDALE EL,220905168,Elementary
FORT WORTH ISD,ST THERESA'S HOME,220905199,Elementary
FORT WORTH ISD,STRIPLING MIDDLE,220905058,Middle
FORT WORTH ISD,SUCCESS H S,220905021,Secondary
FORT WORTH ISD,SUNRISE EL,220905169,Elementary
FORT WORTH ISD,T A SIMS EL,220905208,Elementary
FORT WORTH ISD,TANGLEWOOD EL,220905171,Elementary
FORT WORTH ISD,TRANSITION CTR,220905035,Secondary
FORT WORTH ISD,TRIMBLE TECHNICAL H S,220905011,Secondary
FORT WORTH ISD,TRINITY SPRINGS,220905039,Both Elem/Sec
FORT WORTH ISD,VAN ZANDT-GUINN EL,220905135,Elementary
FORT WORTH ISD,VERSIA WILLIAMS EL,220905159,Elementary
FORT WORTH ISD,W J TURNER EL,220905172,Elementary
FORT WORTH ISD,W M GREEN EL,220905133,Elementary
FORT WORTH ISD,WASHINGTON HEIGHTS EL,220905175,Elementary
FORT WORTH ISD,WAVERLY PARK EL,220905176,Elementary
FORT WORTH ISD,WEDGWOOD MIDDLE,220905060,Middle
FORT WORTH ISD,WEDGWOOD 6TH GR SCH,220905043,Middle
FORT WORTH ISD,WEST HANDLEY EL,220905105,Elementary
FORT WORTH ISD,WESTCLIFF EL,220905177,Elementary
FORT WORTH ISD,WESTCREEK EL,220905178,Elementary
FORT WORTH ISD,WESTERN HILLS EL,220905180,Elementary
FORT WORTH ISD,WESTERN HILLS H S,220905015,Secondary
FORT WORTH ISD,WESTPARK EL,220905207,Elementary
FORT WORTH ISD,WILLOUGHBY HOUSE,220905066,Secondary
FORT WORTH ISD,WOMEN'S HAVEN,220905211,Elementary
FORT WORTH ISD,WOODWAY EL,220905216,Elementary
FORT WORTH ISD,WORK TRAINING CTR,220905034,Secondary
FORT WORTH ISD,WORTH HEIGHTS EL,220905184,Elementary
FRANKLIN ISD,FRANKLIN H S,198903001,Secondary
FRANKLIN ISD,FRANKLIN J H,198903041,Middle
FRANKLIN ISD,REYNOLDS EL,198903101,Elementary
FRANKSTON ISD,FRANKSTON EL,1904102,Elementary
FRANKSTON ISD,FRANKSTON H S,1904001,Secondary
FRANKSTON ISD,FRANKSTON MIDDLE,1904041,Middle
FREDERICKSBURG ISD,ALTER SCH,86901002,Secondary
FREDERICKSBURG ISD,FREDERICKSBURG EL,86901102,Elementary
FREDERICKSBURG ISD,FREDERICKSBURG H S,86901001,Secondary
FREDERICKSBURG ISD,FREDERICKSBURG LRN CTR,86901104,Elementary
FREDERICKSBURG ISD,FREDERICKSBURG MIDDLE,86901041,Middle
FREDERICKSBURG ISD,STONEWALL EL,86901103,Elementary
FREER ISD,FREER H S,66903002,Secondary
FREER ISD,FREER J H,66903042,Middle
FREER ISD,NORMAN M THOMAS EL,66903102,Elementary
FRENSHIP ISD,CASEY EL,152907101,Elementary
FRENSHIP ISD,CRESTVIEW EL,152907104,Elementary
FRENSHIP ISD,FRENSHIP H S,152907001,Secondary
FRENSHIP ISD,FRENSHIP INSTR CTR,152907002,Secondary
FRENSHIP ISD,FRENSHIP J H,152907041,Middle
FRENSHIP ISD,J WELDON BENNETT INT,152907051,Middle
FRENSHIP ISD,NORTH RIDGE EL,152907103,Elementary
FRENSHIP ISD,REESE EL,152907102,Elementary
FRENSHIP ISD,SPECIAL OPPORTUNITY SCH,152907110,Elementary
FRENSHIP ISD,WESTWIND EL,152907105,Elementary
FRIENDSWOOD ISD,C W CLINE PRI,84911102,Elementary
FRIENDSWOOD ISD,FRIENDSWOOD H S,84911001,Secondary
FRIENDSWOOD ISD,FRIENDSWOOD J H,84911041,Middle
FRIENDSWOOD ISD,WESTWOOD EL,84911101,Elementary
FRIENDSWOOD ISD,ZUE S BALES INT,84911103,Middle
FRIONA ISD,FRIONA EL,185903101,Elementary
FRIONA ISD,FRIONA H S,185903001,Secondary
FRIONA ISD,FRIONA J H,185903041,Middle
FRIONA ISD,FRIONA PRI,185903102,Elementary
FRISCO ISD,CLAUDE CURTSINGER EL,43905103,Elementary
FRISCO ISD,FRISCO H S,43905001,Secondary
FRISCO ISD,FRISCO MIDDLE,43905041,Middle
FRISCO ISD,I S ROGERS EL,43905102,Elementary
FRISCO ISD,Z T ACKER EL,43905101,Elementary
FROST ISD,FROST EL,175905101,Elementary
FROST ISD,FROST H S,175905001,Secondary
FRUITVALE ISD,FRUITVALE H S,234909001,Both Elem/Sec
FRUITVALE ISD,HALLIE RANDALL EL,234909101,Elementary
FT DAVIS ISD,DIRKS-ANDERSON SCH,122901101,Elementary
FT DAVIS ISD,FT DAVIS H S,122901001,Secondary
FT DAVIS ISD,HIGH FRONTIER H S,122901002,Secondary
FT HANCOCK ISD,BENITO MARTINEZ ALTER CTR,115901002,Secondary
FT HANCOCK ISD,FORT HANCOCK SCHOOL,115901001,Both Elem/Sec
FT SAM HOUSTON ISD,COLE H S,15914001,Secondary
FT SAM HOUSTON ISD,FT SAM HOUSTON EL,15914101,Elementary
FT SAM HOUSTON ISD,SP ED OFF-CAMPUS,15914199,Secondary
FT STOCKTON ISD,ALAMO EL,186902102,Elementary
FT STOCKTON ISD,APACHE EL,186902104,Elementary
FT STOCKTON ISD,BUTZ EDUCATION CTR,186902105,Secondary
FT STOCKTON ISD,COMANCHE EL,186902103,Elementary
FT STOCKTON ISD,FORT STOCKTON H S,186902001,Secondary
